timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-03-22T12:37:08,codecarbon,e4d236be-1a75-47a8-950a-72022503e3be,0.013006448745727539,2.0338658599232768e-08,1.5637364969368576e-06,14.0,0.0,2.92064380645752,3.110885620117188e-08,0,8.108442913605056e-10,3.191970049253238e-08,India,IND,maharashtra,,,Windows-10-10.0.19044-SP0,3.11.2,2.3.4,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,73.7286,18.6161,7.788383483886719,machine,N,1.0
